"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","type","lon","lat"
"1936","Cape Girardeau","Missouri","Small","Walk",908,5.1,1.4,"MO","North Central","city",-89.5181476,37.3058839
"1937","Carbondale","Illinois","Small","Walk",1601,15.1,3.2,"IL","North Central","city",-89.2167501,37.7272727
"1938","Carlsbad","New Mexico","Small","Walk",155,1.3,0.9,"NM","West","city",-104.2288375,32.4206736
"1939","Carmel","Indiana","Small","Walk",364,0.9,0.4,"IN","North Central","city",-86.1180435,39.978371
"1940","Carol Stream","Illinois","Small","Walk",209,1,0.7,"IL","North Central","village",-88.1347927,41.9125286
"1941","Carpentersville","Illinois","Small","Walk",147,0.8,0.5,"IL","North Central","village",-88.2578582,42.1211364
"1942","Carrboro","North Carolina","Small","Walk",311,2.7,1.1,"NC","South","town",-79.0752895,35.9101438
"1943","Carrollton","Georgia","Small","Walk",224,2.4,1.2,"GA","South","city",-85.0766113,33.5801103
"1944","Carson","California","Small","Walk",697,1.7,0.6,"CA","West","city",-118.281693,33.8316745
"1945","Carson City","Nevada","Small","Walk",387,1.7,0.6,"NV","West","city",-119.7674034,39.1637984
"1946","Carteret","New Jersey","Small","Walk",211,2.1,1.1,"NJ","Northeast","borough",-74.2282005,40.5773266
"1947","Casa Grande","Arizona","Small","Walk",443,2.4,1.1,"AZ","West","city",-111.7733902,32.9110027
"1948","Casper","Wyoming","Small","Walk",483,1.7,0.6,"WY","West","city",-106.3251749,42.8500769
"1949","Casselberry","Florida","Small","Walk",184,1.5,0.9,"FL","South","city",-81.3278455,28.677775
"1950","Castle Rock","Colorado","Small","Walk",373,1.5,1.1,"CO","West","town",-104.8560902,39.3722121
"1951","Cathedral City","California","Small","Walk",198,0.9,0.4,"CA","West","city",-116.4668036,33.7805388
"1952","Cedar City","Utah","Small","Walk",666,5.6,2,"UT","West","city",-113.0618931,37.6774769
"1953","Cedar Falls","Iowa","Small","Walk",2411,11.8,1.9,"IA","North Central","city",-92.4453161,42.5348993
"1954","Cedar Hill","Texas","Small","Walk",282,1.3,0.6,"TX","South","city",-96.9561152,32.5884689
"1955","Cedar Park","Texas","Small","Walk",287,1.1,0.6,"TX","South","city",-97.8202888,30.505198
"1956","Centerville","Ohio","Small","Walk",10,0.1,0.2,"OH","North Central","city",-84.1593818,39.6283928
"1957","Central","Louisiana","Small","Walk",75,0.5,0.4,"LA","South","city",-91.0368766,30.554281
"1958","Ceres","California","Small","Walk",294,1.7,0.8,"CA","West","city",-120.9577098,37.5949316
"1959","Cerritos","California","Small","Walk",146,0.7,0.4,"CA","West","city",-118.0647871,33.8583483
"1960","Chambersburg","Pennsylvania","Small","Walk",332,4.1,1.5,"PA","Northeast","borough",-77.6611022,39.9375911
"1961","Champaign","Illinois","Small","Walk",4831,12.1,1.5,"IL","North Central","city",-88.2433829,40.1164204
"1962","Champlin","Minnesota","Small","Walk",50,0.4,0.3,"MN","North Central","city",-93.3974537,45.1888539
"1963","Chanhassen","Minnesota","Small","Walk",118,1,0.6,"MN","North Central","city",-93.5323103,44.8619645
"1964","Chapel Hill","North Carolina","Small","Walk",2685,10.2,1.2,"NC","South","town",-79.0558445,35.9131996
"1965","Charleston","Illinois","Small","Walk",1365,13.5,2.7,"IL","North Central","city",-88.1761521,39.4961458
"1966","Charleston","West Virginia","Small","Walk",1268,5.5,1.2,"WV","South","city",-81.6326234,38.3498195
"1967","Charlottesville","Virginia","Small","Walk",2592,12.6,1.7,"VA","South","city",-78.4766781,38.0293059
"1968","Chaska","Minnesota","Small","Walk",96,0.8,0.6,"MN","North Central","city",-93.6018389,44.7893446
"1969","Chelsea","Massachusetts","Small","Walk",1322,8.2,1.8,"MA","Northeast","city",-71.0328284,42.3917638
"1970","Chester","Pennsylvania","Small","Walk",861,7.5,1.5,"PA","Northeast","city",-75.3557457,39.849557
"1971","Chesterfield","Missouri","Small","Walk",187,0.8,0.4,"MO","North Central","city",-90.5770675,38.6631083
"1972","Cheyenne","Wyoming","Small","Walk",699,2.3,0.8,"WY","West","city",-104.8202462,41.1399814
"1973","Chicago Heights","Illinois","Small","Walk",194,1.7,0.8,"IL","North Central","city",-87.6355995,41.506146
"1974","Chico","California","Small","Walk",2155,5.6,0.9,"CA","West","city",-121.8374777,39.7284944
"1975","Chicopee","Massachusetts","Small","Walk",718,2.8,0.9,"MA","Northeast","city",-72.6078672,42.1487043
"1976","Chillicothe","Ohio","Small","Walk",190,2.2,1.1,"OH","North Central","city",-82.9824019,39.3331197
"1977","Chino","California","Small","Walk",399,1.2,0.5,"CA","West","city",-117.688944,34.0122346
"1978","Chino Hills","California","Small","Walk",278,0.8,0.5,"CA","West","city",-117.7325848,33.9898188
"1979","Christiansburg","Virginia","Small","Walk",23,0.2,0.2,"VA","South","town",-80.4089389,37.1298517
"1980","Cicero","Illinois","Small","Walk",1171,3.5,0.8,"IL","North Central","town",-87.7539448,41.8455877
"1981","Citrus Heights","California","Small","Walk",723,1.9,0.6,"CA","West","city",-121.2810611,38.7071247
"1982","Claremont","California","Small","Walk",1561,10.6,1.8,"CA","West","city",-117.7197785,34.0966764
"1983","Clarksville","Indiana","Small","Walk",152,1.5,1,"IN","North Central","town",-85.759963,38.2967362
"1984","Clearfield","Utah","Small","Walk",201,1.5,0.8,"UT","West","city",-112.0260538,41.1107771
"1985","Cleburne","Texas","Small","Walk",148,1.2,0.7,"TX","South","city",-97.3866837,32.3476438
"1986","Clermont","Florida","Small","Walk",173,1.5,1.2,"FL","South","city",-81.7728543,28.5494447
"1987","Cleveland","Tennessee","Small","Walk",473,2.7,0.9,"TN","South","city",-84.8766115,35.1595182
"1988","Cleveland Heights","Ohio","Small","Walk",1254,5.6,0.9,"OH","North Central","city",-81.556235,41.5200518
"1989","Cliffside Park","New Jersey","Small","Walk",487,4.2,1.6,"NJ","Northeast","borough",-73.9876388,40.8214894
"1990","Clifton","New Jersey","Small","Walk",947,2.3,0.6,"NJ","Northeast","city",-74.1637553,40.8584328
"1991","Clinton","Iowa","Small","Walk",289,2.4,1,"IA","North Central","city",-90.1887379,41.8444735
"1992","Clinton","Mississippi","Small","Walk",120,1,0.4,"MS","South","city",-90.3217585,32.3415342
"1993","Clinton","Utah","Small","Walk",110,1.2,0.7,"UT","West","city",-112.0504983,41.139666
"1994","Clovis","California","Small","Walk",569,1.4,0.5,"CA","West","city",-119.7029194,36.8252277
"1995","Clovis","New Mexico","Small","Walk",292,1.8,0.8,"NM","West","city",-103.2052272,34.4047987
"1996","Coachella","California","Small","Walk",135,0.9,0.7,"CA","West","city",-116.173894,33.6803003
"1997","Coconut Creek","Florida","Small","Walk",165,0.7,0.4,"FL","South","city",-80.1789351,26.2517482
"1998","Coeur d'Alene","Idaho","Small","Walk",581,2.8,0.8,"ID","West","city",-116.7812225,47.6734632
"1999","College Park","Maryland","Small","Walk",2833,21.5,3.2,"MD","South","city",-76.93776,38.9896967
"2000","College Station","Texas","Small","Walk",2354,5.5,1.1,"TX","South","city",-96.3344068,30.627977
"2001","Colleyville","Texas","Small","Walk",21,0.2,0.2,"TX","South","city",-97.155012,32.8809603
"2002","Collierville","Tennessee","Small","Walk",146,0.7,0.4,"TN","South","town",-89.6645266,35.042036
"2003","Collinsville","Illinois","Small","Walk",46,0.4,0.3,"IL","North Central","city",-89.9845476,38.6703266
"2004","Colton","California","Small","Walk",148,0.7,0.4,"CA","West","city",-117.3136547,34.0739016
"2005","Columbia","Tennessee","Small","Walk",159,1.1,0.6,"TN","South","city",-87.0352831,35.6150716
"2006","Columbus","Indiana","Small","Walk",260,1.2,0.5,"IN","North Central","city",-85.9213796,39.2014404
"2007","Columbus","Mississippi","Small","Walk",420,4.7,1.6,"MS","South","city",-88.4272627,33.4956744
"2008","Columbus","Nebraska","Small","Walk",268,2.4,1.2,"NE","North Central","city",-97.3593904,41.4302973
"2009","Commerce City","Colorado","Small","Walk",188,0.9,0.5,"CO","West","city",-104.9338675,39.8083196
"2010","Compton","California","Small","Walk",573,1.7,0.5,"CA","West","city",-118.2200712,33.8958492
"2011","Concord","New Hampshire","Small","Walk",975,4.6,1,"NH","Northeast","city",-71.5375718,43.2081366
"2012","Concord","North Carolina","Small","Walk",222,0.6,0.3,"NC","South","city",-80.579511,35.4087517
"2013","Conroe","Texas","Small","Walk",420,1.6,0.6,"TX","South","city",-95.4560512,30.3118769
"2014","Conway","Arkansas","Small","Walk",686,2.4,0.7,"AR","South","city",-92.4421011,35.0886963
"2015","Cookeville","Tennessee","Small","Walk",170,1.5,0.7,"TN","South","city",-85.5016423,36.162839
"2016","Coon Rapids","Minnesota","Small","Walk",371,1.1,0.4,"MN","North Central","city",-93.3030063,45.1732394
"2017","Cooper City","Florida","Small","Walk",157,1,0.5,"FL","South","city",-80.271716,26.0573112
"2018","Coppell","Texas","Small","Walk",63,0.3,0.2,"TX","South","city",-97.0150078,32.9545687
"2019","Copperas Cove","Texas","Small","Walk",201,1.5,0.8,"TX","South","city",-97.9030785,31.124062
"2020","Coral Gables","Florida","Small","Walk",1292,6.1,1.3,"FL","South","city",-80.2635411,25.7491968
"2021","Corcoran","California","Small","Walk",78,2,1.5,"CA","West","city",-119.5604015,36.098007
"2022","Corinth","Texas","Small","Walk",159,1.6,1.9,"TX","South","city",-97.0647322,33.1540091
"2023","Cornelius","North Carolina","Small","Walk",113,0.9,0.5,"NC","South","town",-80.8600736,35.4868032
"2024","Coronado","California","Small","Walk",846,7.7,2,"CA","West","city",-117.1830891,32.6858853
"2025","Corsicana","Texas","Small","Walk",250,2.5,1.1,"TX","South","city",-96.4688727,32.0954304
"2026","Corvallis","Oregon","Small","Walk",3109,12.4,1.8,"OR","West","city",-123.2620435,44.5645659
"2027","Cottage Grove","Minnesota","Small","Walk",242,1.3,0.7,"MN","North Central","city",-92.9438218,44.8277446
"2028","Cottonwood Heights","Utah","Small","Walk",495,2.9,0.9,"UT","West","city",-111.8162931,40.6183158
"2029","Council Bluffs","Iowa","Small","Walk",529,1.7,0.5,"IA","North Central","city",-95.8608333,41.2619444
"2030","Covina","California","Small","Walk",145,0.7,0.4,"CA","West","city",-117.8903397,34.0900091
"2031","Covington","Kentucky","Small","Walk",671,3.8,0.9,"KY","South","city",-84.5085536,39.0836712
"2032","Cranston","Rhode Island","Small","Walk",641,1.7,0.4,"RI","Northeast","city",-71.4372796,41.7798226
"2033","Crest Hill","Illinois","Small","Walk",18,0.2,0.3,"IL","North Central","city",-88.0986709,41.554753
"2034","Crestview","Florida","Small","Walk",79,0.9,0.6,"FL","South","city",-86.5727995,30.7541808
"2035","Crown Point","Indiana","Small","Walk",163,1.3,0.8,"IN","North Central","city",-87.3653135,41.4169806
"2036","Crystal","Minnesota","Small","Walk",117,1,0.5,"MN","North Central","city",-93.3602286,45.0327425
"2037","Crystal Lake","Illinois","Small","Walk",285,1.4,0.7,"IL","North Central","city",-88.3161965,42.2411344
"2038","Cudahy","California","Small","Walk",322,3.6,1.6,"CA","West","city",-118.1857858,33.9608646
"2039","Culver City","California","Small","Walk",289,1.4,0.7,"CA","West","city",-118.3964665,34.0211224
"2040","Cumberland","Maryland","Small","Walk",482,6.2,2.2,"MD","South","city",-78.7625185,39.6528654
"2041","Cupertino","California","Small","Walk",427,1.7,0.8,"CA","West","city",-122.0321823,37.3229978
"2042","Cutler Bay","Florida","Small","Walk",39,0.2,0.2,"FL","South","town",-80.3468593,25.5808323
"2043","Cuyahoga Falls","Ohio","Small","Walk",214,0.9,0.4,"OH","North Central","city",-81.4845585,41.1339449
"2044","Cypress","California","Small","Walk",241,1,0.5,"CA","West","city",-118.0368507,33.8169366
"2045","Dalton","Georgia","Small","Walk",136,1,0.7,"GA","South","city",-84.9702228,34.7698021
"2046","Dana Point","California","Small","Walk",412,2.4,1.1,"CA","West","city",-117.6981014,33.4672256
"2047","Danbury","Connecticut","Small","Walk",1111,2.6,0.7,"CT","Northeast","city",-73.4540111,41.394817
"2048","Dania Beach","Florida","Small","Walk",373,2.6,1.1,"FL","South","city",-80.1439343,26.052311
"2049","Danville","Illinois","Small","Walk",541,4.4,1.4,"IL","North Central","city",-87.6300207,40.124481
"2050","Danville","Virginia","Small","Walk",533,3.3,0.9,"VA","South","city",-79.3950228,36.5859718
"2051","Danville","California","Small","Walk",177,1,0.5,"CA","West","town",-121.9999606,37.8215929
"2052","Daphne","Alabama","Small","Walk",70,0.7,0.6,"AL","South","city",-87.9036047,30.6035255
"2053","Darien","Illinois","Small","Walk",182,1.7,0.9,"IL","North Central","city",-87.9737943,41.7483483
"2054","Davie","Florida","Small","Walk",524,1.1,0.4,"FL","South","town",-80.2521157,26.0764783
"2055","Davis","California","Small","Walk",942,3.1,0.7,"CA","West","city",-121.7405167,38.5449065
"2056","Daytona Beach","Florida","Small","Walk",1132,4.9,1,"FL","South","city",-81.0228331,29.2108147
"2057","De Pere","Wisconsin","Small","Walk",873,6.9,2,"WI","North Central","city",-88.0603806,44.4488805
"2058","Dearborn","Michigan","Small","Walk",612,1.8,0.5,"MI","North Central","city",-83.1763145,42.3222599
"2059","Dearborn Heights","Michigan","Small","Walk",183,0.9,0.4,"MI","North Central","city",-83.2732627,42.3369816
"2060","Decatur","Alabama","Small","Walk",265,1.1,0.5,"AL","South","city",-86.9833417,34.6059253
"2061","Decatur","Illinois","Small","Walk",787,2.5,0.6,"IL","North Central","city",-88.9548001,39.8403147
"2062","Deer Park","Texas","Small","Walk",110,0.7,0.6,"TX","South","city",-95.1238204,29.7052284
"2063","Deerfield Beach","Florida","Small","Walk",589,1.7,0.6,"FL","South","city",-80.0997657,26.3184123
"2064","DeKalb","Illinois","Small","Walk",1725,8.5,1.6,"IL","North Central","city",-88.7503647,41.9294736
"2065","Del City","Oklahoma","Small","Walk",183,2,0.9,"OK","South","city",-97.4408698,35.4420062
"2066","Del Rio","Texas","Small","Walk",315,2.3,1.4,"TX","South","city",-100.8958674,29.3708857
"2067","DeLand","Florida","Small","Walk",392,4,1.7,"FL","South","city",-81.3031179,29.028318
"2068","Delano","California","Small","Walk",310,2.1,0.9,"CA","West","city",-119.2470536,35.7688425
"2069","Delaware","Ohio","Small","Walk",665,3.9,0.9,"OH","North Central","city",-83.067965,40.2986724
"2070","Delray Beach","Florida","Small","Walk",521,1.8,0.6,"FL","South","city",-80.0728201,26.4614625
"2071","Deltona","Florida","Small","Walk",250,0.7,0.4,"FL","South","city",-81.2636738,28.9005446
"2072","Denison","Texas","Small","Walk",222,2.4,0.9,"TX","South","city",-96.536658,33.7556593
"2073","Derby","Kansas","Small","Walk",64,0.6,0.4,"KS","North Central","city",-97.2689331,37.5455735
"2074","Des Moines","Washington","Small","Walk",338,2.5,1.5,"WA","West","city",-122.3242901,47.4017661
"2075","Des Plaines","Illinois","Small","Walk",291,1,0.4,"IL","North Central","city",-87.8833991,42.0333623
"2076","Desert Hot Springs","California","Small","Walk",188,2.1,1.1,"CA","West","city",-116.5016784,33.961124
"2077","DeSoto","Texas","Small","Walk",152,0.7,0.4,"TX","South","city",-96.8570738,32.5896998
"2078","Diamond Bar","California","Small","Walk",458,1.7,1.5,"CA","West","city",-117.8103367,34.0286226
"2079","Dinuba","California","Small","Walk",130,1.6,1.1,"CA","West","city",-119.3870656,36.5432837
"2080","Dodge City","Kansas","Small","Walk",186,1.5,0.8,"KS","North Central","city",-100.0170787,37.7527982
"2081","Dolton","Illinois","Small","Walk",70,0.7,0.5,"IL","North Central","village",-87.607268,41.6389236
"2082","Doral","Florida","Small","Walk",97,0.5,0.4,"FL","South","city",-80.3553302,25.8195424
"2083","Dothan","Alabama","Small","Walk",168,0.6,0.2,"AL","South","city",-85.3904888,31.2232313
"2084","Douglasville","Georgia","Small","Walk",137,1,0.8,"GA","South","city",-84.7477136,33.7514966
"2085","Dover","Delaware","Small","Walk",710,4.5,1.5,"DE","South","city",-75.5243682,39.158168
"2086","Dover","New Hampshire","Small","Walk",659,4,1.3,"NH","Northeast","city",-70.8736698,43.1978624
"2087","Downers Grove","Illinois","Small","Walk",529,2.2,0.6,"IL","North Central","village",-88.0111746,41.8089191
"2088","Draper","Utah","Small","Walk",201,1.2,0.7,"UT","West","city",-111.8638226,40.5246711
"2089","Duarte","California","Small","Walk",253,2.8,1.2,"CA","West","city",-117.9772873,34.1394513
"2090","Dublin","California","Small","Walk",541,2.4,1.1,"CA","West","city",-121.9101221,37.7159396
"2091","Dublin","Ohio","Small","Walk",106,0.5,0.3,"OH","North Central","city",-83.1140771,40.0992294
"2092","Dubuque","Iowa","Small","Walk",1766,6,0.9,"IA","North Central","city",-90.6654675,42.5022661
"2093","Duluth","Georgia","Small","Walk",257,2,2.7,"GA","South","city",-84.1446376,34.0028786
"2094","Duluth","Minnesota","Small","Walk",2158,5.2,0.7,"MN","North Central","city",-92.1004852,46.7866719
"2095","Duncan","Oklahoma","Small","Walk",118,1.2,0.8,"OK","South","city",-97.9578128,34.5023028
"2096","Duncanville","Texas","Small","Walk",73,0.4,0.3,"TX","South","city",-96.9083366,32.6518004
"2097","Dunedin","Florida","Small","Walk",242,1.5,0.6,"FL","South","city",-82.7717684,28.0197404
"2098","Dunwoody","Georgia","Small","Walk",451,2,0.9,"GA","South","city",-84.3346473,33.9462125
"2099","Eagan","Minnesota","Small","Walk",244,0.7,0.2,"MN","North Central","city",-93.1668858,44.8041322
"2100","Eagle","Idaho","Small","Walk",34,0.4,0.5,"ID","West","city",-116.3540138,43.6954424
"2101","Eagle Mountain","Utah","Small","Walk",34,0.4,0.5,"UT","West","city",-112.006882,40.3141169
"2102","Eagle Pass","Texas","Small","Walk",245,2.5,1.1,"TX","South","city",-100.4995214,28.7091433
"2103","Easley","South Carolina","Small","Walk",65,0.7,0.5,"SC","South","city",-82.6015206,34.829838
"2104","East Chicago","Indiana","Small","Walk",374,4,1.5,"IN","North Central","city",-87.4547635,41.6392024
"2105","East Lansing","Michigan","Small","Walk",4716,23.3,2.2,"MI","North Central","city",-84.4838654,42.7369792
"2106","East Moline","Illinois","Small","Walk",70,0.8,0.5,"IL","North Central","city",-90.4442979,41.5008673
"2107","East Orange","New Jersey","Small","Walk",1591,6.2,1.1,"NJ","Northeast","city",-74.2048677,40.767323
"2108","East Palo Alto","California","Small","Walk",332,2.7,1.5,"CA","West","city",-122.1410751,37.4688273
"2109","East Peoria","Illinois","Small","Walk",222,2,0.9,"IL","North Central","city",-89.5800978,40.666149
"2110","East Point","Georgia","Small","Walk",198,1.4,0.8,"GA","South","city",-84.4393724,33.6795531
"2111","East Providence","Rhode Island","Small","Walk",209,0.9,0.5,"RI","Northeast","city",-71.3700545,41.8137116
"2112","East Ridge","Tennessee","Small","Walk",7,0.1,0.1,"TN","South","city",-85.2256635,34.9947441
